id,native_text,target_text,cefr_level,is_public,collection_id,unit_type,structure,function,grammar_points
204,Hãy cho cá vào tủ đông càng sớm càng tốt.,Please freeze the fish as soon as possible.,Sơ cấp (A2),True,104,sentence,simple,imperative,present_simple|verb|noun|determiner|adverb|noun_phrase|adverb_phrase|time_sequence
205,Đánh bạc.,Gamble.,Vỡ lòng (A1),True,105,word,,,verb
206,"Tôi thích đánh bạc để giải trí, và tôi biết khi nào nên dừng lại.","I like to gamble for fun, and I know when to quit.",Sơ cấp (A2),True,105,sentence,compound,declarative,present_simple|conjunction|time_sequence
207,Phát ra.,Generate.,Sơ cấp (A2),True,106,word,,,verb
208,Chúng tôi hy vọng sẽ thu thập được một số ý tưởng mới tại cuộc họp.,We hope to generate some new ideas at the meeting.,Sơ cấp (A2),True,106,sentence,simple,declarative,present_simple|pronoun|verb|noun|adjective|determiner|preposition|noun_phrase|verb_phrase|prepositional_phrase
209,Thế hệ.,Generation.,Sơ cấp (A2),True,107,word,,,noun
210,"Hiện nay, khoảng cách thế hệ giữa cha mẹ và con cái rất lớn.",Today there is a wide generation gap between parents and their children.,Trung cấp (B1),True,107,sentence,simple,declarative,present_simple|noun_phrase|prepositional_phrase|adverb|conjunction|pronoun|determiner
211,Vồ lấy.,Grab.,Vỡ lòng (A1),True,108,word,,,verb
212,Bắt lấy hắn! Đừng để hắn trốn thoát!,Grab him! Don't let him get away!,Vỡ lòng (A1),True,108,sentence,compound,imperative,present_simple|negation|verb|pronoun|verb_phrase
213,Cháu.,Grandchild.,Sơ cấp (A2),True,109,word,,,noun
214,Ông ấy cho tôi xem cuốn sách ông ấy mua cho cháu mình.,He showed me the book he bought for his grandchild.,Sơ cấp (A2),True,109,sentence,complex,declarative,past_simple|relative_clause|pronoun|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase
215,Xám.,Gray.,Vỡ lòng (A1),True,110,word,,,adjective
216,"Tôi không thích chiếc mũ này, tôi thích chiếc mũ màu xám hơn.","I don't like this hat, I prefer the gray one.",Sơ cấp (A2),True,110,sentence,compound,declarative,present_simple|negation|pronoun|verb|determiner|adjective|noun_phrase
217,Khách mời.,Guest.,Vỡ lòng (A1),True,111,word,,,noun
218,Ông là diễn giả khách mời tại hội nghị.,He was a guest speaker at the conference.,Sơ cấp (A2),True,111,sentence,simple,declarative,past_simple|noun_phrase|prepositional_phrase
219,Hướng dẫn.,Guide.,Vỡ lòng (A1),True,112,word,,,verb
220,Hôm nay tôi sẽ là hướng dẫn viên du lịch của các bạn.,I will be your tour guide today.,Sơ cấp (A2),True,112,sentence,simple,declarative,future_will|pronoun|verb|determiner|noun_phrase|adverb
221,Chữa lành.,Heal.,Vỡ lòng (A1),True,113,word,,,verb
222,Cánh tay bị gãy của tôi mất vài tuần mới lành.,My broken arm took several weeks to heal.,Sơ cấp (A2),True,113,sentence,simple,declarative,past_simple|noun_phrase|adjective|verb
223,Hông.,Hip.,Sơ cấp (A2),True,114,word,,,adjective
224,Bà của anh ấy bị ngã và gãy xương hông.,His grandmother fell and broke her hip.,Sơ cấp (A2),True,114,sentence,simple,declarative,past_simple|conjunction|noun_phrase|verb|pronoun|determiner
225,Sở thích.,Hobby.,Sơ cấp (A2),True,115,word,,,noun
226,Sở thích của tôi là sưu tầm những chai lọ cũ.,My hobby is collecting old bottles.,Sơ cấp (A2),True,115,sentence,simple,declarative,present_continuous|noun_phrase|adjective|noun|verb
227,Săn bắn.,Hunt.,Vỡ lòng (A1),True,116,word,,,verb
228,Cảnh sát đang truy lùng hắn.,He is being hunted by the police.,Vỡ lòng (A1),True,116,sentence,simple,declarative,present_continuous|passive|pronoun|preposition|determiner|noun
229,Minh họa.,Illustrate.,Vỡ lòng (A1),True,117,word,,,verb
230,Tôi sẽ đưa ra một ví dụ để minh họa điều tôi muốn nói.,I will give you an example to illustrate what I mean.,Sơ cấp (A2),True,117,sentence,complex,declarative,future_will|pronoun|verb|noun|determiner|relative_clause|noun_phrase|verb_phrase
231,Nhập khẩu.,Import.,Sơ cấp (A2),True,118,word,,,verb
232,Chúng tôi nhập khẩu một lượng lớn thực phẩm.,We import a large quantity of food.,Sơ cấp (A2),True,118,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase|verb_phrase
233,Điều quan trọng.,Importantly.,Sơ cấp (A2),True,119,word,,,adverb
234,"Hãy ngẩng cao đầu, giữ vững tinh thần và quan trọng nhất là luôn mỉm cười.","Keep your head high, keep your chin up, and most importantly, keep smiling.",Sơ cấp (A2),True,119,sentence,compound,imperative,verb|determiner|noun|adjective|adverb|conjunction
235,Áp đặt.,Impose.,Vỡ lòng (A1),True,120,word,,,verb
236,Bạn không nên áp đặt ý kiến ​​của mình lên người khác.,You shouldn't impose your opinion on others.,Sơ cấp (A2),True,120,sentence,simple,declarative,modal|negation|pronoun|verb|noun_phrase|prepositional_phrase
237,Trong nhà.,Indoors.,Vỡ lòng (A1),True,121,word,,,adverb
238,Thỉnh thoảng anh ấy đeo kính râm trong nhà.,He sometimes wears sunglasses indoors.,Sơ cấp (A2),True,121,sentence,simple,declarative,present_simple|pronoun|adverb|verb|noun
239,Chèn.,Insert.,Sơ cấp (A2),True,122,word,,,verb
240,Vui lòng cho thẻ vào máy.,Please insert your card.,Vỡ lòng (A1),True,122,sentence,simple,imperative,verb|determiner|noun|noun_phrase
241,Ví dụ.,Instance.,Sơ cấp (A2),True,123,word,,,noun
242,"Rất nhiều bạn bè của tôi đã ở đó, ví dụ như John và Mary.","A lot of my friends were there, John and Mary for instance.",Sơ cấp (A2),True,123,sentence,simple,declarative,past_simple|noun_phrase|prepositional_phrase|determiner|adverb|conjunction
243,Giải thích.,Interpret.,Sơ cấp (A2),True,124,word,,,verb
244,Bạn hiểu những câu này như thế nào?,How do you interpret these sentences?,Sơ cấp (A2),True,124,sentence,simple,interrogative,question_form|present_simple
245,Khoảng thời gian.,Interval.,Sơ cấp (A2),True,125,word,,,noun
246,Khoảng thời gian giữa hai kỳ Thế vận hội là bao lâu?,How long is the interval between the Olympics?,Sơ cấp (A2),True,125,sentence,simple,interrogative,present_simple|question_form|noun_phrase|prepositional_phrase|preposition|determiner|noun
247,Gây kích ứng.,Irritate.,Sơ cấp (A2),True,126,word,,,verb
248,Đừng chọc tức tôi.,Don't irritate me.,Sơ cấp (A2),True,126,sentence,simple,imperative,present_simple|negation|verb|pronoun
249,Mục.,Item.,Sơ cấp (A2),True,127,word,,,noun
250,Vui lòng chọn một mục từ danh sách bên dưới.,Please select one item from the list below.,Sơ cấp (A2),True,127,sentence,simple,imperative,present_simple|adverb|noun_phrase|prepositional_phrase
251,Nhảy.,Jump.,Vỡ lòng (A1),True,128,word,,,verb
252,Đừng vội kết luận.,Don't jump to any conclusions.,Vỡ lòng (A1),True,128,sentence,simple,imperative,present_simple|negation|verb|preposition|determiner|noun
253,"Đuổi, đá.",Kick.,Vỡ lòng (A1),True,129,word,,,verb
254,"Hãy đối xử tốt với anh ấy, nếu không tôi sẽ cho anh một trận ra trò.",Treat him right or I'll kick your ass.,Sơ cấp (A2),True,129,sentence,compound,imperative,future_will|conjunction|verb|pronoun|adverb|noun
255,Kilômét.,Kilometer.,Sơ cấp (A2),True,130,word,,,noun
256,Nó dài một ki-lô-mét.,It's one kilometer long.,Sơ cấp (A2),True,130,sentence,simple,declarative,present_simple|pronoun|adjective|adjective_phrase
257,Hàn Quốc.,Korea.,Sơ cấp (A2),True,131,word,,,noun
258,Môn golf rất phổ biến ở Hàn Quốc.,Golf is very popular in South Korea.,Sơ cấp (A2),True,131,sentence,simple,declarative,present_simple|noun|verb|adjective|adverb|prepositional_phrase
259,Chất lỏng.,Liquid.,Sơ cấp (A2),True,132,word,,,noun|adjective
260,"Nước ở dạng lỏng, khi đóng băng, nó trở thành dạng rắn.","Water is liquid, when it freezes, it becomes solid.",Sơ cấp (A2),True,132,sentence,compound_complex,declarative,present_simple|time_sequence|conjunction|noun|verb|adjective|pronoun
261,Khoản vay.,Loan.,Vỡ lòng (A1),True,133,word,,,noun|verb
262,Anh ấy muốn trả hết khoản vay.,He wants to pay off his loan.,Vỡ lòng (A1),True,133,sentence,simple,declarative,present_simple|pronoun|verb|noun|determiner|verb_phrase
263,Tìm kiếm.,Locate.,Vỡ lòng (A1),True,134,word,,,verb
264,Chúng tôi đang cố gắng tìm kiếm anh ấy.,We're trying to locate him.,Sơ cấp (A2),True,134,sentence,simple,declarative,present_continuous|pronoun|verb_phrase
265,Thư.,Mail.,Vỡ lòng (A1),True,135,word,,,noun|verb
266,"Không được mở bất kỳ thư nào có ghi chú ""mật"".",Do not open any mail marked confidential.,Sơ cấp (A2),True,135,sentence,simple,imperative,present_simple|negation|verb|determiner|noun|adjective
267,Duy trì.,Maintain.,Vỡ lòng (A1),True,136,word,,,verb
268,Ngôi nhà này rộng và khó bảo trì.,The house is large and difficult to maintain.,Sơ cấp (A2),True,136,sentence,simple,declarative,present_simple|noun_phrase|adjective|conjunction|verb|adjective_phrase
269,Thái độ.,Manner.,Sơ cấp (A2),True,137,word,,,noun
270,Họ từ chối chúng tôi một cách rất thô lỗ.,They rejected us in a very rude manner.,Sơ cấp (A2),True,137,sentence,simple,declarative,past_simple|pronoun|verb|preposition|determiner|adverb|adjective|noun|prepositional_phrase
271,Nhà sản xuất.,Manufacturer.,Sơ cấp (A2),True,138,word,,,noun
272,Luôn luôn tuân theo hướng dẫn của nhà sản xuất.,Always follow the manufacturer's instructions.,Sơ cấp (A2),True,138,sentence,simple,imperative,present_simple|adverb|noun_phrase
273,Đánh dấu.,Mark.,Vỡ lòng (A1),True,139,word,,,noun
274,Chức năng chính của dấu chấm hỏi là để biểu thị một câu hỏi.,The main function of a question mark is to indicate a question.,Trung cấp (B1),True,139,sentence,simple,declarative,present_simple|noun_phrase|verb_phrase|noun|verb|adjective|preposition|determiner
275,"Trong khi đó,...",Meanwhile.,Sơ cấp (A2),True,140,word,,,adverb
276,"Bạn có thể dọn bàn, trong khi đó, tôi sẽ bắt đầu nấu bữa tối.","You can set the table, meanwhile, I'll start making dinner.",Sơ cấp (A2),True,140,sentence,compound,declarative,modal|future_will|pronoun|verb|noun|determiner|adverb|time_sequence
277,Phương tiện truyền thông.,Media.,Vỡ lòng (A1),True,141,word,,,noun
278,Đừng tin vào truyền thông.,Don't believe the media.,Vỡ lòng (A1),True,141,sentence,simple,imperative,present_simple|negation|verb|noun_phrase|determiner|noun
279,Tan chảy.,Melt.,Vỡ lòng (A1),True,142,word,,,verb
280,Đừng để kem của bạn tan chảy.,Don't let your ice cream melt.,Vỡ lòng (A1),True,142,sentence,simple,imperative,present_simple|negation|verb|determiner|noun_phrase
281,Tan chảy.,Melts.,Sơ cấp (A2),True,143,word,,,verb|present_simple
282,Nụ cười của cô ấy làm tan chảy trái tim tôi.,Her smile melts my heart.,Sơ cấp (A2),True,143,sentence,simple,declarative,present_simple|noun_phrase|verb
283,Về mặt tinh thần.,Mentally.,Vỡ lòng (A1),True,144,word,,,adverb
284,"Hiện tại tôi rất khỏe mạnh, cả về thể chất lẫn tinh thần.","I am now very healthy, both physically and mentally.",Sơ cấp (A2),True,144,sentence,simple,declarative,present_simple|pronoun|verb|adjective|adverb|conjunction|adjective_phrase|adverb_phrase
285,Bộ.,Ministry.,Sơ cấp (A2),True,145,word,,,noun
286,Tôi làm việc tại Bộ Ngoại giao.,I work at the Ministry of Foreign Affairs.,Sơ cấp (A2),True,145,sentence,simple,declarative,present_simple|pronoun|verb|preposition|determiner|noun|adjective|noun_phrase|prepositional_phrase
287,Hỗn hợp.,Mixture.,Vỡ lòng (A1),True,146,word,,,noun
288,Thành phố là sự pha trộn giữa các công trình kiến ​​trúc cũ và mới.,The city is a mixture of old and new buildings.,Sơ cấp (A2),True,146,sentence,simple,declarative,present_simple|noun|verb|adjective|preposition|conjunction|determiner|noun_phrase|prepositional_phrase
289,Cử động.,Motion.,Vỡ lòng (A1),True,147,word,,,noun
290,Trái đất của chúng ta luôn luôn chuyển động.,Our planet Earth is always in motion.,Sơ cấp (A2),True,147,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb|adverb|prepositional_phrase|preposition
291,Cơ bắp.,Muscle.,Vỡ lòng (A1),True,148,word,,,noun
292,Bạn có biết cách tăng cơ nhanh chóng không?,Do you know how to build muscle fast?,Sơ cấp (A2),True,148,sentence,complex,interrogative,present_simple|question_form|verb|pronoun|noun|adverb|verb_phrase
293,Bí ẩn.,Mystery.,Vỡ lòng (A1),True,149,word,,,noun
294,Danh tính của ông ta vẫn còn là một bí ẩn.,His identity remains a mystery.,Sơ cấp (A2),True,149,sentence,simple,declarative,present_simple|noun|verb|determiner|noun_phrase
295,Móng tay.,Nail.,Vỡ lòng (A1),True,150,word,,,noun|verb
296,Cho mình mượn cái bấm móng tay của bạn được không ạ?,"Can I borrow your nail clipper, please?",Sơ cấp (A2),True,150,sentence,simple,interrogative,modal|question_form|pronoun|verb|determiner|noun_phrase
297,Gọn gàng.,Neatly.,Sơ cấp (A2),True,151,word,,,adverb
298,Cô ấy lúc nào cũng ăn mặc rất chỉnh tề.,She is always very neatly dressed.,Sơ cấp (A2),True,151,sentence,simple,declarative,present_simple|passive|pronoun|adverb|adjective
299,Cây kim.,Needle.,Sơ cấp (A2),True,152,word,,,noun
300,Tôi cần kim và chỉ.,I need a needle and thread.,Vỡ lòng (A1),True,152,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|conjunction|noun_phrase
301,Hàng xóm.,Neighbor.,Vỡ lòng (A1),True,153,word,,,noun
302,Tôi là hàng xóm của bạn.,I'm your neighbor.,Vỡ lòng (A1),True,153,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase
303,Cháu trai.,Nephew.,Sơ cấp (A2),True,154,word,,,noun
304,Anh ấy là cháu trai tôi.,He is my nephew.,Vỡ lòng (A1),True,154,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|noun_phrase|verb_phrase
305,Lo lắng.,Nervously.,Sơ cấp (A2),True,155,word,,,adverb
306,Anh ta nhìn xung quanh một cách lo lắng.,He looks around nervously.,Sơ cấp (A2),True,155,sentence,simple,declarative,present_simple|pronoun|verb|adverb|verb_phrase
307,Tổ.,Nest.,Vỡ lòng (A1),True,156,word,,,noun|verb
308,"Nếu nhìn kỹ, bạn có thể thấy một tổ chim trên cây đó.","If you look closely, you can see a nest in that tree.",Sơ cấp (A2),True,156,sentence,complex,declarative,conditional|modal|present_simple|adverb|noun_phrase|prepositional_phrase|conjunction
309,Tuy nhiên.,Nevertheless.,Sơ cấp (A2),True,157,word,,,adverb
310,"Cô ấy không kiếm được nhiều tiền, nhưng cô ấy vẫn yêu công việc của mình.","She doesn't earn much, but she loves her job nevertheless.",Sơ cấp (A2),True,157,sentence,compound,declarative,present_simple|negation|conjunction
311,Tuyệt vời.,Nicely.,Sơ cấp (A2),True,158,word,,,adverb
312,Căn phòng được bài trí rất đẹp.,The room was nicely furnished.,Sơ cấp (A2),True,158,sentence,simple,declarative,past_simple|passive|determiner|noun|verb|adverb|noun_phrase|verb_phrase
313,Dễ nhận thấy.,Noticeable.,Sơ cấp (A2),True,159,word,,,adjective
314,Giữa chúng có những điểm khác biệt rõ rệt.,There are noticeable differences between them.,Sơ cấp (A2),True,159,sentence,simple,declarative,present_simple|adjective|noun|preposition|pronoun|prepositional_phrase
315,Hạt nhân.,Nuclear.,Sơ cấp (A2),True,160,word,,,adjective
316,Vũ khí hạt nhân là loại vũ khí nguy hiểm nhất trên Trái đất.,Nuclear weapons are the most dangerous weapons on Earth.,Sơ cấp (A2),True,160,sentence,simple,declarative,present_simple|comparison|noun|verb|adjective|preposition|determiner|noun_phrase|prepositional_phrase
317,Quan sát.,Observation.,Sơ cấp (A2),True,161,word,,,noun
318,Trẻ em học hỏi bằng cách quan sát.,Children learn by observation.,Sơ cấp (A2),True,161,sentence,simple,declarative,present_simple|noun|verb|preposition|prepositional_phrase
319,Quan sát.,Observe.,Vỡ lòng (A1),True,162,word,,,verb
